"","Provincia","Total","0 años","1 año","2 años","3 años","4 años","5 años","6 años","7 años","8 años","9 años","10 años","11 años","12 años","13 años","14 años","15 años","16 años","17 años","18 años","19 años","20 años","21 años","22 años","23 años","24 años","25 años","26 años","27 años","28 años","29 años","30 años","31 años","32 años","33 años","34 años","35 años","36 años","37 años","38 años","39 años","40 años","41 años","42 años","43 años","44 años","45 años","46 años","47 años","48 años","49 años","50 años","51 años","52 años","53 años","54 años","55 años","56 años","57 años","58 años","59 años","60 años","61 años","62 años","63 años","64 años","65 años","66 años","67 años","68 años","69 años","70 años","71 años","72 años","73 años","74 años","75 años","76 años","77 años","78 años","79 años","80 años","81 años","82 años","83 años","84 años","85 años","86 años","87 años","88 años","89 años","90 años","91 años","92 años","93 años","94 años","95 años","96 años","97 años","98 años","99 años","100 y más años","file","año","sexo"
"21","20 Gipuzkoa",336346.627975,3475.521492,3534.871224,3204.053369,3270.914641,3167.94577,3083.095573,3009.025608,3056.236553,2884.974722,2849.069679,2718.390981,2809.01644,2849.926973,2819.747817,2703.465279,2852.999941,2891.989324,3054.457432,3256.473022,3432.06141,3541.931324,3808.605224,4220.041616,4408.239398,4694.902098,5059.742707,5488.053319,5910.919811,6182.899271,6114.349335,6186.823502,6113.301062,6110.32048,5877.660665,5757.999459,5641.672969,5671.606481,5721.112654,5753.365527,5646.200581,5730.606708,5555.449013,5254.095201,5350.255923,5285.350823,5349.125966,5221.895155,5056.726547,5083.596991,4775.264708,4508.670745,4770.48174,4659.707434,4488.91232,4507.565667,4704.85424,4885.256828,4510.334234,4512.76016,4505.986069,4183.955659,3966.068232,3319.749992,3148.375878,3505.397022,2620.134819,2833.529656,3008.911886,3313.311776,3186.90906,3179.430718,3161.511621,3103.115032,2901.010037,2760.197187,2525.212894,2364.071928,2112.820892,2057.414918,1722.246415,1601.951468,1473.414116,1318.582756,1145.051802,896.658854,636.859849,555.899404,468.361296,391.113498,299.056522,260.482662,211.825134,174.484904,129.065838,92.100342,61.048974,40.046656,21.998442,23.001368,9,12.367263,"2005hombres.xls","2005","hombres"
"22","17 Girona",325244.840967,3845.149916,3767.946497,3548.274091,3303.84076,3340.71005,3231.142621,3178.020765,3193.147244,2993.601172,2991.833172,3074.454446,3134.286971,3154.19539,3213.764726,3215.527097,3131.765125,3156.388619,3318.411273,3348.17336,3569.719909,3772.021406,3968.591943,4409.716814,4782.386078,5231.153043,5592.216704,6027.468239,6178.243061,6160.666076,6230.272523,6177.199402,6044.254163,6003.503897,5777.572727,5904.517708,5745.198238,5658.586314,5563.552232,5725.284416,5635.162151,5697.279988,5292.826042,5229.814241,5140.222451,5113.451003,4995.955854,4904.649883,4723.383359,4469.780531,4496.906605,4312.186199,4158.726276,4159.714622,3842.975313,3717.16561,3662.935137,4007.495624,3615.454964,3392.666256,3435.951516,3213.409551,3200.584314,2737.910807,2607.142813,3147.578626,1754.538407,2119.927451,2709.844235,2896.474135,2685.074853,2654.688912,2737.147248,2673.920624,2513.474622,2433.717921,2237.702721,2170.146013,2018.965658,1913.165608,1723.352073,1688.852501,1506.331982,1310.846083,1232.057178,920.020744,662.943439,656.063348,518.182516,420.773567,356.997006,306.126433,258.657926,168.547568,134.127224,94.126968,80.316654,52.683346,24.365704,15.633347,3.190296,17.768732,"2005hombres.xls","2005","hombres"
"23","18 Granada",420777.794138,4879.710723,4717.011374,4633.588232,4810.222896,4790.894652,4689.957276,4665.182469,4523.371836,4643.639584,4686.701839,4700.902163,5029.334237,5202.331261,5385.804844,5464.546149,5531.974843,5367.475036,5544.707919,5622.817192,5790.667509,5985.258478,6215.030345,6333.150263,6589.411574,7256.177765,7003.015733,7563.802743,7217.499738,7357.298827,7269.038943,7138.121757,6927.07694,6858.228859,6702.100157,6798.172753,6842.443904,7065.305912,6887.374045,7008.807942,7099.397205,7189.859402,6687.812127,6418.316085,6268.236928,6345.995826,6103.694074,6171.30983,5881.282273,5329.785917,5035.198777,4683.616804,4735.599961,4634.532584,4271.947127,4082.160225,4330.996093,4308.698437,3983.604822,3937.805728,4308.887309,3868.155484,4001.95647,3431.154944,3224.063589,4072.852705,2737.325154,3059.640677,3480.995053,3821.669,3783.771862,3623.993185,3896.732768,3749.630621,3540.220952,3314.458948,2930.818496,2799.045474,2522.084814,2318.115251,2170.826698,1862.10322,1720.134496,1475.090139,1184.128734,975.655124,773.65973,610.6412,509.080014,427.331058,393.984144,258.199002,209.10004,159.769092,111.961233,102.214662,55.745614,26.440056,23.426914,12.683346,16.15,15.887929,"2005hombres.xls","2005","hombres"
"24","19 Guadalajara",103302.658412,1139.09846,1181.82752,1156.168048,1072.82489,1134.19303,1086.916477,930.700477,984.786548,1021.131907,969.642481,1011.402652,1010.655866,1038.115392,1049.757777,998.424572,980.78666,1136.872062,1098.20943,1141.225401,1117.471123,1202.91048,1312.685883,1270.487095,1415.505868,1558.503226,1607.983469,1737.531521,1751.17197,1758.041228,1962.802138,1922.505787,1929.053959,1915.177131,1929.920562,1862.598465,1849.111251,1894.99019,1966.500642,1932.434702,1866.101146,1879.395576,1801.57542,1747.51028,1705.878934,1647.246456,1614.322392,1567.02594,1541.845475,1393.199587,1336.629624,1229.584152,1206.033872,1176.789744,1062.652044,1042.113966,1046.453396,1113.769448,982.459314,908.232601,988.131977,963.213834,878.76184,727.139908,688.140152,888.370014,493.243292,662.821182,803.196954,862.575401,890.541684,881.059706,923.355472,968.913998,842.896731,836.103978,808.15577,830.868354,806.912446,712.655908,630.69229,628.138352,627.368564,515.4616,446.672972,393.987726,265.416692,234.004788,204.254608,196.677608,170.676582,135.276724,132.450004,83.220606,74.781066,44.137302,39.317908,37.866848,27.050684,15.31635,9.733536,24.151294,"2005hombres.xls","2005","hombres"
"25","21 Huelva",238692.838232,2784.358068,2694.763498,2638.616058,2741.371304,2616.190802,2578.104159,2445.696807,2590.885033,2540.579817,2648.958012,2597.831281,2829.792404,2995.94457,2898.437054,2976.151754,2978.169203,3127.770107,3036.346903,3139.8866,3377.132326,3438.614232,3533.205883,3736.407621,3832.868649,4257.228847,4296.218131,4543.598823,4427.37914,4613.968603,4471.174251,4296.891974,4240.354234,4238.168329,4140.89916,4100.66411,4128.497382,4210.128685,4113.377974,3965.492959,3793.184456,3883.591915,3753.317197,3524.206501,3400.949498,3520.788708,3391.154099,3522.319972,3279.694462,2830.284041,2889.775276,2707.322048,2721.7151,2742.158805,2605.408061,2481.142748,2580.629519,2753.311208,2532.181652,2202.136666,2461.01523,2424.282284,2446.385356,1829.188899,1697.035372,2166.961533,1658.465488,1526.665304,1691.181977,1988.73652,1870.155434,1846.347861,2036.139064,1915.83333,1706.487333,1562.240984,1493.288988,1340.830432,1214.488314,1150.838868,1017.126506,930.66299,873.99212,716.820992,697.097487,530.84904,424.243314,327.43935,268.734792,219.892827,156.096924,159.362818,108.165096,93.51373,67.64898,45.266996,24.951064,20.561982,17.929282,14.416654,4,10.100038,"2005hombres.xls","2005","hombres"
"26","22 Huesca",108929.893919,961.203204,887.812648,881.293496,912.739272,896.325927,881.102365,924.873345,876.478044,889.194917,930.145538,941.02742,877.552774,939.341944,942.44121,959.450587,991.222706,1010.274579,983.704887,1055.379104,1166.895446,1175.744835,1206.420604,1331.337617,1406.099247,1555.917918,1639.202706,1723.721593,1856.689213,1776.731799,1826.242168,1813.311204,1743.459294,1796.263986,1723.066707,1759.016431,1765.325456,1632.03532,1747.182633,1796.991659,1789.690322,1816.972765,1788.694998,1748.736007,1724.344302,1629.97863,1674.438676,1705.120478,1607.687549,1538.924386,1522.870167,1367.945782,1444.615476,1353.72058,1211.417985,1257.32483,1302.821206,1313.858812,1196.084878,1258.56384,1191.317698,1141.878131,1147.541638,953.207414,955.814745,967.050808,677.268836,897.293726,1120.545606,1183.423005,1227.601982,1219.12281,1204.459534,1185.695226,1199.922892,1164.358462,1110.55482,1075.679682,1023.849742,1003.996802,964.059486,943.114054,839.482074,688.968848,682.890348,528.688714,408.466312,334.269048,283.54258,244.807638,212.220226,185.317567,138.215286,124.156549,81.81377,60.633118,30.533346,28.316996,23.10038,24.05057,6.316654,9.315324,"2005hombres.xls","2005","hombres"
"27","23 Jaén",323712.124811,3502.71872,3425.513265,3446.987669,3403.520111,3550.840226,3786.959944,3559.812721,3636.034402,3703.552981,3870.053103,4043.828674,4317.95937,4337.462389,4444.974648,4368.156338,4545.426065,4472.572773,4351.968676,4554.072259,4428.732122,4690.594897,4685.323061,4811.671237,4923.284011,5294.096596,5205.598575,5135.33651,5008.203876,5127.813734,5145.643139,4904.952332,4961.238039,4957.95442,4890.646736,5164.233282,5013.039629,5073.978375,5349.654837,5023.684609,5408.59045,5585.319004,5382.415017,4936.934004,5013.082042,5084.353149,4681.285402,4778.295582,4442.462552,4246.204592,3773.846491,3482.944776,3684.176902,3600.449046,3017.156418,2775.319156,3099.378542,3448.470359,2914.15347,2513.734758,2906.323777,2722.076974,2908.447692,2444.68656,2177.775568,3332.6687,1833.62128,2411.842458,3208.82284,3056.376998,3017.896468,3083.939454,3221.33855,3030.940635,2951.067112,2997.375056,2775.594504,2598.360259,2229.21025,2141.379086,1849.15726,1706.28923,1547.072136,1314.945206,1077.481922,861.225044,639.026266,563.492932,458.70191,386.1268,316.41339,235.342944,211.53888,138.993442,116.11939,81.400048,52.217224,36.450202,16.266654,21.1,15.366388,30.987259,"2005hombres.xls","2005","hombres"
"28","24 León",237318.147148,1704.562705,1637.070421,1637.445075,1667.104464,1729.642027,1656.830264,1727.941126,1718.356027,1664.444394,1729.030642,1795.226711,1912.289498,2078.669573,2127.370421,2101.924735,2267.641868,2278.109662,2424.959746,2557.954631,2853.255659,2956.487495,2958.035709,3104.732752,3255.220841,3367.909511,3407.883561,3543.954693,3520.932794,3634.522474,3361.59084,3497.192408,3395.809066,3451.964767,3508.953334,3368.984469,3499.56108,3519.280263,3573.096737,3574.101402,3747.356981,3714.104968,3762.991288,3782.162914,3807.805045,3839.420514,3773.327572,3816.561529,3679.115596,3675.980104,3430.90462,3284.946616,3159.107544,3105.54938,2860.523448,2930.149535,2818.775972,2954.975641,2644.064256,2640.408402,2672.903296,2570.295168,2616.385102,2336.943575,2354.664514,2501.36888,1929.102726,2091.154923,2430.541391,3025.909974,2825.352276,2994.316736,3036.837814,3073.095258,2909.105817,2695.517388,2479.907058,2605.63059,2291.371201,2283.78655,2031.839916,1846.799694,1808.508674,1623.658368,1411.56923,1104.842052,826.624122,705.894782,624.303068,505.692988,464.903604,327.824406,287.11886,214.841034,172.727572,146.365744,102.26673,63.77761,49.466692,26.410614,11.487198,38.758183,"2005hombres.xls","2005","hombres"
"29","25 Lleida",199118.074537,2033.881336,2011.396938,1905.736547,1956.693607,1859.259687,1817.125234,1775.452027,1713.694816,1744.261995,1757.881019,1708.719927,1729.83612,1802.026183,1823.450768,1837.086173,1849.165948,1937.977402,1863.894943,1904.087796,2137.108764,2273.002747,2335.903762,2601.743382,2846.825103,3011.865342,3256.602535,3597.501553,3756.168954,3770.101982,3753.230613,3651.942726,3594.138704,3593.639053,3464.103668,3495.402629,3438.139865,3416.316017,3524.153212,3461.506269,3398.752642,3417.083583,3292.544429,3320.449804,3271.796608,3077.92638,3062.58893,2963.387392,2893.412523,2678.795543,2611.071806,2574.695862,2550.19829,2510.309766,2274.059037,2262.472031,2198.303658,2282.1572,2084.48779,2000.675552,2051.263526,1963.301544,1906.723799,1741.108316,1549.053182,1742.133493,977.723022,1345.111961,1693.122058,1857.134502,1806.893371,1848.015914,1878.453326,1815.857846,1765.195529,1844.959362,1752.654136,1631.097366,1546.67679,1512.851784,1463.791788,1306.898468,1177.534552,1149.423042,985.16862,768.429926,662.361806,516.868424,409.827574,367.593834,329.080044,258.244342,235.16711,154.219922,123.899886,86.294798,48.366654,45.85,25.996656,15.683346,10.950038,10.898708,"2005hombres.xls","2005","hombres"
"30","27 Lugo",171205.934659,1045.200152,1033.326608,1043.451692,1048.081506,1074.190476,1044.254822,1068.733,1047.626048,1026.658572,1113.485892,1152.76897,1304.906493,1356.511944,1396.461408,1471.303818,1626.760591,1567.293922,1681.364289,1753.992578,1846.450847,1949.542741,2014.170246,2101.07814,2255.669304,2422.75236,2380.137206,2520.985437,2488.290517,2352.520564,2366.60015,2383.720338,2351.141599,2266.79895,2263.740247,2261.786933,2376.912832,2407.368396,2497.28916,2473.677242,2418.808756,2505.754108,2476.615478,2569.97147,2649.162906,2693.619637,2583.378074,2531.92367,2492.104016,2477.607272,2437.188278,2367.765022,2300.231904,2320.474814,2109.210994,2176.827672,2175.280324,2204.587242,1981.033096,2029.372192,2140.03375,2041.154973,2100.224648,1903.585826,1854.67192,1972.017152,1520.599908,1704.643518,2010.416802,2485.222096,2310.266414,2360.952496,2350.836704,2408.363712,2199.898401,2068.333333,2025.216948,2078.302666,1902.921572,1752.76441,1673.973966,1503.476132,1503.252854,1339.196126,1129.067256,1005.401418,752.0888,729.493538,622.3713,544.1288,450.403272,312.34277,297.612516,223.628224,150.281446,133.830538,115.776096,75.445406,41.850456,20.683384,13.9,39.380197,"2005hombres.xls","2005","hombres"
"31","28 Madrid",2837647.458718,35929.235604,34647.134471,32888.551081,31604.42468,30099.419476,28596.296958,27389.400446,27290.200845,26410.777282,26425.560731,26926.033384,27572.385843,28357.312808,27646.615749,28013.703799,29038.473969,29432.180861,30346.575598,31486.846947,33757.021039,35857.471526,38015.311096,41815.929831,44879.123869,47561.517719,50808.19959,54565.599242,56907.743831,59396.584313,59707.318334,59907.360434,58395.034691,57691.292235,56285.125523,55032.109562,53899.540405,52967.809666,52302.152404,50543.666713,49879.527013,49461.073551,47123.867222,45464.125493,43363.347134,43119.149088,41534.199246,40430.25451,39627.605732,36727.698049,35673.932238,33464.64849,33969.688923,33521.666637,31908.048453,31651.227671,32710.339999,34309.746944,31101.946666,28883.145154,30424.489111,29075.945257,28419.05382,24042.675146,21949.559155,27622.913273,16555.626898,19492.326411,20813.539606,21823.099881,20911.879566,20529.804344,20562.853637,19704.043272,18367.35122,17675.59503,16521.177813,15267.9564,13510.21925,12866.498582,11278.79033,10546.399673,9572.083943,8433.191509,7230.088173,5867.739509,4538.460919,3807.750752,3309.516414,2750.365626,2445.484475,1921.305726,1545.176419,1201.319821,869.938915,627.801207,473.420016,278.313771,206.268616,109.080486,75.3024,100.771578,"2005hombres.xls","2005","hombres"
"32","29 Málaga",698133.138269,8539.161393,8274.169374,7901.60566,7898.626389,7892.994391,7800.086319,7434.484239,7326.842078,7309.998345,7406.92812,7347.139519,7981.695653,8328.340908,8247.277409,8321.848653,8566.638782,8508.508072,8733.540701,8769.811681,9296.777492,9552.418781,10098.283176,10686.144702,10924.97951,11699.725658,11815.874744,12257.708687,12646.183385,12615.713311,12807.872275,12602.731076,12522.763703,12448.828945,12301.456932,12244.814812,11886.154804,11887.354302,12125.11164,11929.783303,11665.67771,12079.647146,11366.317891,10841.470489,10428.44388,10509.618285,10068.144424,9899.385666,9610.425955,8829.071588,8790.772765,8123.588551,8170.823843,8179.668752,7550.259387,7268.337853,7762.211921,8228.814601,7855.855588,7284.398188,7796.791213,7169.733619,7200.172586,6400.112425,5563.473616,6834.696865,5197.989145,5392.34935,5983.498555,6030.919155,5712.90492,5328.92809,5251.914213,5264.048502,4818.196526,4634.120121,4175.035134,3761.920227,3278.546135,3069.200885,2864.668294,2514.955413,2273.310615,1999.590108,1611.974455,1407.759054,1023.976821,848.223293,693.907043,572.569455,492.744233,378.663697,332.405368,235.484014,191.567478,119.659128,93.633854,49.553826,39.509091,22.787307,19.050342,29.280691,"2005hombres.xls","2005","hombres"
"33","30 Murcia",663029.747787,8659.988893,8637.392768,8256.222488,8072.755972,7768.837768,7365.626539,7443.153753,7375.791188,7375.023707,7227.281867,7216.987935,7637.721362,7845.688707,7761.862473,7890.234141,8123.346498,8027.108775,8102.812295,8261.080765,8717.001272,9150.200712,10020.163654,10857.682439,11950.345547,12743.015517,13099.182267,13821.20657,13673.129066,13663.802389,13596.376955,13430.418904,13117.194835,12700.610372,12440.168723,12314.778531,12148.251721,11976.01333,11871.585984,11625.380422,11344.805394,11069.780311,10619.055522,9767.152054,9492.464034,9406.89186,9336.471208,8877.890785,8652.880589,7516.29649,7377.609229,6964.542199,7060.250519,6872.690776,6453.796539,6126.461663,6187.586518,6569.27073,5988.955498,5637.576631,6144.620299,5389.051333,5165.71321,4607.675061,4502.386754,5799.470992,3760.752903,4874.846448,4969.168224,4932.58239,4801.827418,4903.18936,4789.619109,4603.55404,4399.569252,4310.721297,3794.626659,3847.21942,3185.490397,3304.634739,2869.270424,2732.757597,2160.741392,1977.634257,1657.842079,1290.101504,1024.851238,872.285309,712.762414,536.213884,502.130594,363.807274,279.547188,228.2287,143.432966,87.700418,79.316502,57.48156,27.117338,23.633346,9.316692,19.000153,"2005hombres.xls","2005","hombres"
"34","31 Navarra",291394.432519,3334.191736,3204.829608,3054.405944,3067.827943,2878.93295,2918.171774,2871.864577,2830.811049,2731.436017,2676.902925,2672.442612,2677.073862,2675.32583,2818.729733,2663.51981,2778.306724,2883.968068,2782.605535,3020.972159,3089.02926,3356.035732,3529.414478,3804.56252,4010.480899,4286.09687,4508.655902,4840.621198,5193.205399,5359.731967,5318.395758,5368.875595,5157.117495,5307.950178,5296.685044,5224.594732,5231.28438,5101.186575,5084.165566,4930.741858,4965.634414,4983.142592,4916.523332,4630.662799,4595.050177,4470.976055,4417.974466,4314.965345,4246.514264,4039.743476,3937.912974,3715.091938,3748.99799,3694.72151,3543.017507,3405.969865,3629.969185,3653.701908,3399.948231,3298.312495,3456.603449,3072.908302,3147.183201,2855.11796,2614.632385,2720.155008,2073.355732,2051.153733,2218.133902,2674.951012,2610.508546,2404.643018,2542.766662,2457.174883,2227.433044,2400.105014,2117.693944,2106.516488,1888.992842,1812.826582,1673.491212,1548.363356,1446.803952,1285.118756,1149.982986,969.820526,688.278502,624.082102,522.214845,363.823468,359.782596,300.66142,248.168934,185.346476,123.73688,96.100114,72.683346,58.713016,26.689928,20.683346,14.950266,12.1,"2005hombres.xls","2005","hombres"
"35","32 Ourense",160608.581051,987.393437,1077.340186,941.934225,956.665692,981.598984,997.513765,953.679928,1059.267827,1102.427382,1150.276539,1165.142518,1262.242648,1295.30206,1317.98717,1383.569616,1438.968816,1448.030904,1455.635643,1568.143985,1747.711408,1868.336625,1947.856328,2001.651924,2101.333262,2168.274482,2320.39155,2337.40866,2348.535744,2361.70802,2263.859575,2258.723017,2145.67418,2140.723458,2142.115449,2213.549126,2164.511244,2265.599757,2321.229549,2170.615615,2158.805474,2173.46503,2093.031471,2169.662695,2332.258822,2312.524121,2215.049974,2212.940127,2211.110947,2118.438874,2026.968042,2158.858129,2053.215535,2039.879354,1852.518307,2038.864516,2113.73701,2143.037469,2001.320802,2148.121985,2308.809904,2044.890021,2129.742647,1931.1272,1884.959442,2036.408528,1550.541528,1587.154525,1888.643976,2406.471413,2375.16023,2316.82039,2320.917908,2410.163803,2018.781606,2075.856662,1897.64325,1899.996513,1788.97421,1565.389974,1481.440756,1391.807494,1403.414668,1349.954062,1035.12332,963.32365,733.474566,676.295498,552.544746,454.308562,396.71716,341.650918,242.506314,222.39352,153.017719,118.352548,79.22354,61.918528,40.049354,28.419656,12.9,24.55176,"2005hombres.xls","2005","hombres"
"36","34 Palencia",85050.191626,611.715208,618.82556,620.99195,614.04547,597.78058,621.815979,579.575002,640.65092,675.514276,654.201475,685.053872,699.463008,789.464517,768.148665,782.639185,858.034545,887.187676,918.051529,955.686466,1038.312436,1079.068802,1082.621632,1099.608128,1157.667652,1212.1156,1273.811284,1323.19505,1271.924156,1164.394069,1220.880792,1239.220969,1188.58777,1188.850342,1179.673856,1254.059213,1286.176339,1309.510008,1337.718917,1317.801241,1376.711097,1431.699636,1414.083095,1358.672831,1372.026394,1406.440564,1482.581094,1430.254937,1453.66856,1416.0231,1412.790021,1279.300025,1269.476822,1273.918252,1167.607927,1152.051136,1040.146228,1196.49803,1029.476362,910.597774,964.318947,932.923878,956.860718,786.679026,811.970324,855.419194,634.484975,640.009276,736.621932,912.22259,886.249,867.868544,874.761104,926.967056,871.744444,842.865194,819.452444,849.6043,774.039994,811.96223,632.136186,628.065962,605.903002,488.816834,460.663832,363.786114,262.737924,197.534638,199.680192,184.019732,139.249424,91.334334,97.853382,71.82992,65.9,35.85,37.68498,21.001254,11.367376,7,7,5.683346,"2005hombres.xls","2005","hombres"
